poll_id,question_id,race_id,year,race,location,type_simple,type_detail,pollster,pollster_rating_id,methodology,partisan,polldate,samplesize,cand1_name,cand1_id,cand1_party,cand1_pct,cand2_name,cand2_id,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,advancedplusminus,comment
4588,26641,1633,2004,2004_Sen-G_NV,NV,Sen-G,Sen-G,Research 2000,281,Live Phone,,10/20/2004,600,Harry Reid,3287,DEM,57,Richard Ziser,3288,REP,35,,22,11/2/2004,62.08,35.71,26.37,4.37,-4.37,1,-0.257207536,
4593,30357,1634,2004,2004_Sen-G_NH,NH,Sen-G,Sen-G,Franklin Pierce University Marlin Fitzwater Center for Communication,107,Live Phone,,10/20/2004,617,Doris R. Haddock,3277,DEM,27,Judd Gregg,3275,REP,60,,-33,11/2/2004,33.75,66.24,-32.49,0.51,-0.51,1,-7.52681292,
25137,30375,1636,2004,2004_Sen-G_NC,NC,Sen-G,Sen-G,Global Strategy Group,118,Live Phone,D,10/20/2004,800,Erskine Bowles,3268,DEM,46,Richard Burr,3267,REP,44,,2,11/2/2004,47.02,51.6,-4.58,6.58,6.58,0,2.553955813,for unspecified Democratic sponsor
25251,30491,1636,2004,2004_Sen-G_NC,NC,Sen-G,Sen-G,Rasmussen Reports,277,IVR,,10/20/2004,500,Erskine Bowles,3268,DEM,45,Richard Burr,3267,REP,49,,-4,11/2/2004,47.02,51.6,-4.58,0.58,0.58,1,-4.097420256,
25253,30493,1639,2004,2004_Sen-G_OK,OK,Sen-G,Sen-G,Rasmussen Reports,277,IVR,,10/20/2004,500,Brad R. Carson,3311,DEM,43,Tom Coburn,3310,REP,48,,-5,11/2/2004,41.24,52.77,-11.52,6.52,6.52,1,-1.373337056,
25191,30429,1641,2004,2004_Sen-G_PA,PA,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,Live Phone,,10/20/2004,800,Joe Hoeffel,3331,DEM,32,Arlen Specter,3330,REP,50,7,-18,11/2/2004,41.99,52.62,-10.63,7.37,-7.37,1,-1.206042424,
4621,137159,1641,2004,2004_Sen-G_PA,PA,Sen-G,Sen-G,Muhlenberg College,219,Live Phone,,10/20/2004,787,Joe Hoeffel,3331,DEM,31,Arlen Specter,3330,REP,53,,-22,11/2/2004,41.99,52.62,-10.63,11.37,-11.37,1,2.983397976,among registered voters
4583,26509,1642,2004,2004_Sen-G_SC,SC,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,Live Phone,,10/20/2004,625,Inez Tenenbaum,3336,DEM,43,Jim DeMint,3335,REP,47,,-4,11/2/2004,44.14,53.71,-9.57,5.57,5.57,1,1.274921142,
4581,26511,1643,2004,2004_Sen-G_SD,SD,Sen-G,Sen-G,Mason-Dixon Polling & Strategy,197,Live Phone,,10/20/2004,800,Tom Daschle,3349,DEM,49,John R. Thune,3348,REP,47,,2,11/2/2004,49.42,50.58,-1.15,3.15,3.15,0,0.083104367,
4581,119663,3512,2004,2004_House-G_SD-1,SD-1,House-G,House-G,Mason-Dixon Polling & Strategy,197,Live Phone,,10/20/2004,800,Stephanie Herseth Sandlin,16388,DEM,48,Larry Diedrich,16387,REP,44,1,4,11/2/2004,53.36,45.91,7.45,3.45,-3.45,1,-3.454849959,
27910,117340,8654,2004,2004_House-G_US,US,House-G,House-G,Lake Research Partners/The Tarrance Group,114,Live Phone,,10/20/2004,800,Generic Candidate,13750,DEM,46,Generic Candidate,13751,REP,42.5,,3.5,11/2/2004,48.66,51.34,-2.68,6.18,6.18,0,1.084592961,for George Washington University; sample size unavailable; estimated at 600 as a default; average of multiple versions or turnout models listed in poll
15647,20487,39,2004,2004_Pres-G_US,US,Pres-G,Pres-G,ABC News/The Washington Post,3,Live Phone,,10/21/2004,600,John Kerry,157,DEM,46,George W. Bush,182,REP,50,,-4,11/2/2004,48.31,50.77,-2.47,1.53,-1.53,1,-1.570777932,sample size unavailable; estimated at 600 as a default
15019,19859,39,2004,2004_Pres-G_US,US,Pres-G,Pres-G,GQR,126,Live Phone,D,10/21/2004,1000,John Kerry,157,DEM,49,George W. Bush,182,REP,47,,2,11/2/2004,48.31,50.77,-2.47,4.47,4.47,0,1.792280854,for unspecified Democratic sponsor
15166,20006,39,2004,2004_Pres-G_US,US,Pres-G,Pres-G,Harris Insights & Analytics,133,Live Phone,,10/21/2004,820,John Kerry,157,DEM,46,George W. Bush,182,REP,48,1,-2,11/2/2004,48.31,50.77,-2.47,0.47,0.47,1,-2.500350103,
15754,20594,39,2004,2004_Pres-G_US,US,Pres-G,Pres-G,Zogby Analytics,395,Live Phone,,10/21/2004,1200,John Kerry,157,DEM,45,George W. Bush,182,REP,47,1,-2,11/2/2004,48.31,50.77,-2.47,0.47,0.47,1,-2.446223297,
4577,5915,760,2004,2004_Pres-G_CO,CO,Pres-G,Pres-G,FM3 Research,91,Live Phone,D,10/21/2004,400,John Kerry,157,DEM,48,George W. Bush,182,REP,48,1,0,11/2/2004,47.04,51.71,-4.67,4.67,4.67,0.5,0.926939311,for unspecified Democratic sponsor
4574,5912,776,2004,2004_Pres-G_ME,ME,Pres-G,Pres-G,Zogby Analytics,395,Live Phone,,10/21/2004,402,John Kerry,157,DEM,50,George W. Bush,182,REP,39,1,11,11/2/2004,53.57,44.58,9,2,2,1,-3.331743071,for Maine Sunday Telegram
4587,5925,793,2004,2004_Pres-G_PA,PA,Pres-G,Pres-G,Franklin & Marshall College,106,Live Phone,,10/21/2004,376,John Kerry,157,DEM,51,George W. Bush,182,REP,46,,5,11/2/2004,50.93,48.43,2.5,2.5,2.5,1,-0.946386956,
4577,117099,1619,2004,2004_Sen-G_CO,CO,Sen-G,Sen-G,FM3 Research,91,Live Phone,D,10/21/2004,400,Ken Salazar,3134,DEM,50,Pete Coors,3135,REP,45,,5,11/2/2004,51.3,46.53,4.77,0.23,0.23,1,-4.570437013,for unspecified Democratic sponsor
25266,30506,1639,2004,2004_Sen-G_OK,OK,Sen-G,Sen-G,SoonerPoll.com,308,IVR,,10/21/2004,500,Brad R. Carson,3311,DEM,36.8,Tom Coburn,3310,REP,38,5.8,-1.2,11/2/2004,41.24,52.77,-11.52,10.32,10.32,1,2.951597002,
4587,26401,1641,2004,2004_Sen-G_PA,PA,Sen-G,Sen-G,Franklin & Marshall College,106,Live Phone,,10/21/2004,376,Joe Hoeffel,3331,DEM,31,Arlen Specter,3330,REP,52,,-21,11/2/2004,41.99,52.62,-10.63,10.37,-10.37,1,1.540857219,
4577,117850,3228,2004,2004_House-G_CO-3,CO-3,House-G,House-G,FM3 Research,91,Live Phone,D,10/21/2004,259,John T. Salazar,13910,DEM,47,Greg Walcher,13911,REP,30,,17,11/2/2004,50.55,46.56,3.99,13.01,13.01,1,7.594792221,for unspecified Democratic sponsor
64038,117855,3453,2004,2004_House-G_NC-11,NC-11,House-G,House-G,Feldman Group,93,Live Phone,D,10/21/2004,500,Patricia R. Keever,13914,DEM,47,Charles H. Taylor,13915,REP,46,,1,11/2/2004,45.1,54.9,-9.8,10.8,10.8,0,4.534256585,for Patricia R. Keever
63832,117535,3555,2004,2004_House-G_UT-2,UT-2,House-G,House-G,Impact Research,14,Live Phone,D,10/21/2004,400,Jim Matheson,13806,DEM,57,John Swallow,13807,REP,34,,23,11/2/2004,54.76,43.21,11.54,11.46,11.46,1,6.444498672,for unspecified Democratic sponsor
15019,33187,8654,2004,2004_House-G_US,US,House-G,House-G,GQR,126,Live Phone,D,10/21/2004,600,Generic Candidate,13750,DEM,49,Generic Candidate,13751,REP,44,,5,11/2/2004,48.66,51.34,-2.68,7.68,7.68,0,2.867777577,for unspecified Democratic sponsor; sample size unavailable; estimated at 600 as a default
14795,20486,39,2004,2004_Pres-G_US,US,Pres-G,Pres-G,ABC News/The Washington Post,3,Live Phone,,10/22/2004,600,John Kerry,157,DEM,48,George W. Bush,182,REP,49,1,-1,11/2/2004,48.31,50.77,-2.47,1.47,1.47,1,-1.586472744,sample size unavailable; estimated at 600 as a default; average of multiple versions or turnout models listed in poll
15321,117044,39,2004,2004_Pres-G_US,US,Pres-G,Pres-G,Princeton Survey Research Associates International,258,Live Phone,,10/22/2004,741,John Kerry,157,DEM,46.5,George W. Bush,182,REP,48,1,-1.5,11/2/2004,48.31,50.77,-2.47,0.97,0.97,1,-1.96500702,for Newsweek; sample size unavailable; estimated at 600 as a default; average of multiple versions or turnout models listed in poll
77274,149050,39,2004,2004_Pres-G_US,US,Pres-G,Pres-G,Rasmussen Reports,277,IVR,,10/22/2004,3000,John Kerry,157,DEM,47.2,George W. Bush,182,REP,47.6,,-0.40000001,11/2/2004,48.31,50.77,-2.47,2.07,2.07,1,-0.488744541,
4567,5905,769,2004,2004_Pres-G_IL,IL,Pres-G,Pres-G,Research 2000,281,Live Phone,,10/22/2004,800,John Kerry,157,DEM,53,George W. Bush,182,REP,41,,12,11/2/2004,54.82,44.48,10.34,1.66,1.66,1,-1.144467586,
4619,5963,778,2004,2004_Pres-G_MN,MN,Pres-G,Pres-G,St. Cloud State University,312,Live Phone,,10/22/2004,508,John Kerry,157,DEM,49,George W. Bush,182,REP,42,2,7,11/2/2004,51.14,47.66,3.48,3.52,3.52,1,-0.519694591,
4567,26621,1625,2004,2004_Sen-G_IL,IL,Sen-G,Sen-G,Research 2000,281,Live Phone,,10/22/2004,800,Barack Obama,3205,DEM,67,Alan Keyes,3206,REP,25,,42,11/2/2004,70.01,27.06,42.95,0.95,-0.95,1,-4.047970671,
15321,33186,8654,2004,2004_House-G_US,US,House-G,House-G,Princeton Survey Research Associates International,258,Live Phone,,10/22/2004,600,Generic Candidate,13750,DEM,46,Generic Candidate,13751,REP,47,,-1,11/2/2004,48.66,51.34,-2.68,1.68,1.68,1,-3.736562919,for Newsweek; sample size unavailable; estimated at 600 as a default
77274,149224,8654,2004,2004_House-G_US,US,House-G,House-G,Rasmussen Reports,277,IVR,,10/22/2004,3000,Generic Candidate,13750,DEM,45,Generic Candidate,13751,REP,42.6,,2.4000001,11/2/2004,48.66,51.34,-2.68,5.08,5.08,0,0.640526393,
14994,19820,39,2004,2004_Pres-G_US,US,Pres-G,Pres-G,Gallup,112,Live Phone,,10/23/2004,600,John Kerry,157,DEM,46,George W. Bush,182,REP,51,1,-5,11/2/2004,48.31,50.77,-2.47,2.53,-2.53,1,-0.448775411,for USA Today | CNN; sample size unavailable; estimated at 600 as a default
15249,20089,39,2004,2004_Pres-G_US,US,Pres-G,Pres-G,Los Angeles Times,172,Live Phone,,10/23/2004,881,John Kerry,157,DEM,48,George W. Bush,182,REP,49,,-1,11/2/2004,48.31,50.77,-2.47,1.47,1.47,1,-1.30465389,
4568,5906,760,2004,2004_Pres-G_CO,CO,Pres-G,Pres-G,Zogby Analytics,395,Live Phone,,10/23/2004,602,John Kerry,157,DEM,49,George W. Bush,182,REP,45,,4,11/2/2004,47.04,51.71,-4.67,8.67,8.67,0,5.883484946,
4565,5908,764,2004,2004_Pres-G_FL,FL,Pres-G,Pres-G,Gallup,112,Live Phone,,10/23/2004,768,John Kerry,157,DEM,43,George W. Bush,182,REP,51,1,-8,11/2/2004,47.09,52.1,-5.01,2.99,-2.99,1,-1.302800907,
4575,5913,764,2004,2004_Pres-G_FL,FL,Pres-G,Pres-G,Rasmussen Reports,277,IVR,,10/23/2004,567,John Kerry,157,DEM,48,George W. Bush,182,REP,48,,0,11/2/2004,47.09,52.1,-5.01,5.01,5.01,0.5,0.242064766,
4548,5886,764,2004,2004_Pres-G_FL,FL,Pres-G,Pres-G,Strategic Vision LLC,320,Live Phone,,10/23/2004,801,John Kerry,157,DEM,47.5,George W. Bush,182,REP,49,1,-1.5,11/2/2004,47.09,52.1,-5.01,3.51,3.51,1,-1.109534021,average of multiple versions or turnout models listed in poll
4549,5887,764,2004,2004_Pres-G_FL,FL,Pres-G,Pres-G,SurveyUSA,325,IVR,,10/23/2004,749,John Kerry,157,DEM,50,George W. Bush,182,REP,48,,2,11/2/2004,47.09,52.1,-5.01,7.01,7.01,0,2.710458897,
4571,5909,764,2004,2004_Pres-G_FL,FL,Pres-G,Pres-G,Zogby Analytics,395,Live Phone,,10/23/2004,600,John Kerry,157,DEM,46,George W. Bush,182,REP,49,,-3,11/2/2004,47.09,52.1,-5.01,2.01,2.01,1,-2.700120635,
4558,5896,767,2004,2004_Pres-G_IA,IA,Pres-G,Pres-G,Zogby Analytics,395,Live Phone,,10/23/2004,600,John Kerry,157,DEM,45,George W. Bush,182,REP,47,,-2,11/2/2004,49.27,49.94,-0.67,1.33,-1.33,1,-2.098130926,
4547,5884,770,2004,2004_Pres-G_IN,IN,Pres-G,Pres-G,Research 2000,281,Live Phone,,10/23/2004,600,John Kerry,157,DEM,40,George W. Bush,182,REP,56,1,-16,11/2/2004,39.27,59.95,-20.68,4.68,4.68,1,0.57728553,
4573,5911,777,2004,2004_Pres-G_MI,MI,Pres-G,Pres-G,Mitchell Research & Communications,213,Live Phone,,10/23/2004,600,John Kerry,157,DEM,45,George W. Bush,182,REP,44,1,1,11/2/2004,51.23,47.81,3.42,2.42,-2.42,1,-1.074452549,for Detroit News
4578,5916,777,2004,2004_Pres-G_MI,MI,Pres-G,Pres-G,Rasmussen Reports,277,IVR,,10/23/2004,561,John Kerry,157,DEM,51,George W. Bush,182,REP,46,,5,11/2/2004,51.23,47.81,3.42,1.58,1.58,1,-2.066671969,
4569,5907,777,2004,2004_Pres-G_MI,MI,Pres-G,Pres-G,Zogby Analytics,395,Live Phone,,10/23/2004,601,John Kerry,157,DEM,52,George W. Bush,182,REP,42,,10,11/2/2004,51.23,47.81,3.42,6.58,6.58,1,3.376677108,
4557,5895,778,2004,2004_Pres-G_MN,MN,Pres-G,Pres-G,Zogby Analytics,395,Live Phone,,10/23/2004,600,John Kerry,157,DEM,46,George W. Bush,182,REP,45,,1,11/2/2004,51.14,47.66,3.48,2.48,-2.48,1,-1.367399245,
4524,5859,779,2004,2004_Pres-G_MO,MO,Pres-G,Pres-G,Research 2000,281,Live Phone,,10/23/2004,800,John Kerry,157,DEM,45,George W. Bush,182,REP,48,,-3,11/2/2004,46.1,53.3,-7.2,4.2,4.2,1,0.891322593,
4550,5888,782,2004,2004_Pres-G_NC,NC,Pres-G,Pres-G,SurveyUSA,325,IVR,,10/23/2004,694,John Kerry,157,DEM,44,George W. Bush,182,REP,54,,-10,11/2/2004,43.58,56.02,-12.43,2.43,2.43,1,-2.438291457,
4552,5904,786,2004,2004_Pres-G_NJ,NJ,Pres-G,Pres-G,Quinnipiac University,267,Live Phone,,10/23/2004,852,John Kerry,157,DEM,46,George W. Bush,182,REP,46,2,0,11/2/2004,52.92,46.24,6.68,6.68,-6.68,0.5,2.808941106,
4504,5839,788,2004,2004_Pres-G_NV,NV,Pres-G,Pres-G,Rasmussen Reports,277,IVR,,10/23/2004,500,John Kerry,157,DEM,47,George W. Bush,182,REP,49,2,-2,11/2/2004,48.09,50.7,-2.6,0.6,0.6,1,-3.061142285,
4559,5897,788,2004,2004_Pres-G_NV,NV,Pres-G,Pres-G,Zogby Analytics,395,Live Phone,,10/23/2004,600,John Kerry,157,DEM,44,George W. Bush,182,REP,48,,-4,11/2/2004,48.09,50.7,-2.6,1.4,-1.4,1,-2.486025583,
4576,5914,790,2004,2004_Pres-G_OH,OH,Pres-G,Pres-G,Rasmussen Reports,277,IVR,,10/23/2004,537,John Kerry,157,DEM,46,George W. Bush,182,REP,50,,-4,11/2/2004,48.71,50.82,-2.11,1.89,-1.89,1,-1.537563825,
4525,5872,790,2004,2004_Pres-G_OH,OH,Pres-G,Pres-G,Strategic Vision LLC,320,Live Phone,,10/23/2004,801,John Kerry,157,DEM,46,George W. Bush,182,REP,47.5,,-1.5,11/2/2004,48.71,50.82,-2.11,0.61,0.61,1,-2.646637326,average of multiple versions or turnout models listed in poll
4553,5891,790,2004,2004_Pres-G_OH,OH,Pres-G,Pres-G,Zogby Analytics,395,Live Phone,,10/23/2004,600,John Kerry,157,DEM,42,George W. Bush,182,REP,47,,-5,11/2/2004,48.71,50.82,-2.11,2.89,-2.89,1,-0.369285121,
4518,5853,791,2004,2004_Pres-G_OK,OK,Pres-G,Pres-G,WPA Intelligence,383,Live Phone,,10/23/2004,500,John Kerry,157,DEM,28,George W. Bush,182,REP,61,,-33,11/2/2004,34.43,65.57,-31.14,1.86,-1.86,1,-2.267188877,
4560,5898,793,2004,2004_Pres-G_PA,PA,Pres-G,Pres-G,Zogby Analytics,395,Live Phone,,10/23/2004,600,John Kerry,157,DEM,47,George W. Bush,182,REP,45,,2,11/2/2004,50.93,48.43,2.5,0.5,-0.5,1,-2.535670977,
4543,5880,795,2004,2004_Pres-G_SC,SC,Pres-G,Pres-G,SurveyUSA,325,IVR,,10/23/2004,564,John Kerry,157,DEM,39,George W. Bush,182,REP,57,,-18,11/2/2004,40.9,57.98,-17.08,0.92,-0.92,1,-4.512043746,
4554,5892,796,2004,2004_Pres-G_SD,SD,Pres-G,Pres-G,McLaughlin & Associates,203,Live Phone,R,10/23/2004,400,John Kerry,157,DEM,33,George W. Bush,182,REP,55,2,-22,11/2/2004,38.44,59.91,-21.47,0.53,-0.53,1,-5.525501059,for unspecified Republican sponsor
4572,5910,800,2004,2004_Pres-G_VA,VA,Pres-G,Pres-G,Richmond Times-Dispatch,288,Live Phone,,10/23/2004,751,John Kerry,157,DEM,40,George W. Bush,182,REP,49,,-9,11/2/2004,45.53,53.73,-8.21,0.79,-0.79,1,-3.956307741,
4531,5867,803,2004,2004_Pres-G_WI,WI,Pres-G,Pres-G,Strategic Vision LLC,320,Live Phone,,10/23/2004,801,John Kerry,157,DEM,44.5,George W. Bush,182,REP,49,1,-4.5,11/2/2004,49.75,49.37,0.38,4.88,-4.88,0,2.103591226,average of multiple versions or turnout models listed in poll
4563,5901,803,2004,2004_Pres-G_WI,WI,Pres-G,Pres-G,Zogby Analytics,395,Live Phone,,10/23/2004,600,John Kerry,157,DEM,45,George W. Bush,182,REP,48,,-3,11/2/2004,49.75,49.37,0.38,3.38,-3.38,0,0.451944926,
4547,88548,1366,2004,2004_Gov-G_IN,IN,Gov-G,Gov-G,Research 2000,281,Live Phone,,10/23/2004,600,Joseph Kernan,12785,DEM,45,"Mitchell Daniels, Jr.",12784,REP,48,3,-3,11/2/2004,45.49,53.21,-7.72,4.72,4.72,1,0.480798396,
4524,88559,1367,2004,2004_Gov-G_MO,MO,Gov-G,Gov-G,Research 2000,281,Live Phone,,10/23/2004,800,Claire McCaskill,12790,DEM,46,Matt Blunt,12789,REP,48,,-2,11/2/2004,47.85,50.83,-2.98,0.98,0.98,1,-4.132461892,
4550,88580,1369,2004,2004_Gov-G_NC,NC,Gov-G,Gov-G,SurveyUSA,325,IVR,,10/23/2004,694,Mike Easley,12795,DEM,57,Patrick J. Ballantine,12797,REP,39,,18,11/2/2004,55.62,42.88,12.74,5.26,5.26,1,0.734707783,
25153,30391,1621,2004,2004_Sen-G_FL,FL,Sen-G,Sen-G,InsiderAdvantage,243,Live Phone,,10/23/2004,400,Betty Castor,3157,DEM,44,Mel Martinez,3156,REP,46,,-2,11/2/2004,48.32,49.43,-1.11,0.89,-0.89,1,-2.638851345,
4548,26664,1621,2004,2004_Sen-G_FL,FL,Sen-G,Sen-G,Strategic Vision LLC,320,Live Phone,,10/23/2004,801,Betty Castor,3157,DEM,46,Mel Martinez,3156,REP,48,,-2,11/2/2004,48.32,49.43,-1.11,0.89,-0.89,1,-2.24986975,
4549,30527,1621,2004,2004_Sen-G_FL,FL,Sen-G,Sen-G,SurveyUSA,325,IVR,,10/23/2004,738,Betty Castor,3157,DEM,50,Mel Martinez,3156,REP,47,,3,11/2/2004,48.32,49.43,-1.11,4.11,4.11,0,0.938204717,
4547,26624,1626,2004,2004_Sen-G_IN,IN,Sen-G,Sen-G,Research 2000,281,Live Phone,,10/23/2004,600,Evan Bayh,3223,DEM,65,Marvin Bailey Scott,3224,REP,31,,34,11/2/2004,61.65,37.23,24.42,9.58,9.58,1,3.373738238,
25127,30365,1629,2004,2004_Sen-G_KY,KY,Sen-G,Sen-G,Garin-Hart-Yang Research Group,113,Live Phone,D,10/23/2004,502,Daniel Mongiardo,3233,DEM,43,Jim Bunning,3232,REP,44,,-1,11/2/2004,49.34,50.66,-1.31,0.31,0.31,1,-7.335448104,for Daniel Mongiardo
4524,26627,1632,2004,2004_Sen-G_MO,MO,Sen-G,Sen-G,Research 2000,281,Live Phone,,10/23/2004,800,Nancy Farmer,3261,DEM,40,Christopher S. Bond,3260,REP,56,,-16,11/2/2004,42.8,56.09,-13.3,2.7,-2.7,1,-3.840751386,
4550,30546,1636,2004,2004_Sen-G_NC,NC,Sen-G,Sen-G,SurveyUSA,325,IVR,,10/23/2004,686,Erskine Bowles,3268,DEM,44,Richard Burr,3267,REP,50,,-6,11/2/2004,47.02,51.6,-4.58,1.42,-1.42,1,-2.98716633,
4518,26800,1639,2004,2004_Sen-G_OK,OK,Sen-G,Sen-G,WPA Intelligence,383,Live Phone,,10/23/2004,500,Brad R. Carson,3311,DEM,38,Tom Coburn,3310,REP,41,6,-3,11/2/2004,41.24,52.77,-11.52,8.52,8.52,1,0.881928471,
4543,30565,1642,2004,2004_Sen-G_SC,SC,Sen-G,Sen-G,SurveyUSA,325,IVR,,10/23/2004,559,Inez Tenenbaum,3336,DEM,39,Jim DeMint,3335,REP,52,,-13,11/2/2004,44.14,53.71,-9.57,3.43,-3.43,1,-1.109845838,
4554,26524,1643,2004,2004_Sen-G_SD,SD,Sen-G,Sen-G,McLaughlin & Associates,203,Live Phone,R,10/23/2004,400,Tom Daschle,3349,DEM,45,John R. Thune,3348,REP,49,,-4,11/2/2004,49.42,50.58,-1.15,2.85,-2.85,1,-0.84811736,for unspecified Republican sponsor
64112,117955,3320,2004,2004_House-G_KY-3,KY-3,House-G,House-G,Louisville Courier-Journal,174,Live Phone,,10/23/2004,634,Tony Miller,13997,DEM,33,Anne Meagher Northup,13998,REP,57,,-24,11/2/2004,37.8,60.26,-22.46,1.54,-1.54,1,-3.481465616,
74188,139143,3373,2004,2004_House-G_MN-6,MN-6,House-G,House-G,SurveyUSA,325,IVR,,10/23/2004,600,Patty Wetterling,14443,DEM,36,Mark R. Kennedy,14444,REP,53,,-17,11/2/2004,45.97,54.03,-8.05,8.95,-8.95,1,2.828873485,for KSTP-TV Minneapolis; sample size unavailable; estimated at 600 as a default
14994,33185,8654,2004,2004_House-G_US,US,House-G,House-G,Gallup,112,Live Phone,,10/23/2004,600,Generic Candidate,13750,DEM,47,Generic Candidate,13751,REP,50,,-3,11/2/2004,48.66,51.34,-2.68,0.32,-0.32,1,-4.880494547,for USA Today | CNN; sample size unavailable; estimated at 600 as a default
15217,20057,39,2004,2004_Pres-G_US,US,Pres-G,Pres-G,SSRS,297,Live Phone,,10/24/2004,741,John Kerry,157,DEM,48,George W. Bush,182,REP,49,,-1,11/2/2004,48.31,50.77,-2.47,1.47,1.47,1,-1.357023527,
15580,20420,39,2004,2004_Pres-G_US,US,Pres-G,Pres-G,TIPP Insights,144,Live Phone,,10/24/2004,1000,John Kerry,157,DEM,42,George W. Bush,182,REP,47,,-5,11/2/2004,48.31,50.77,-2.47,2.53,-2.53,1,-0.08215703,
15751,20591,39,2004,2004_Pres-G_US,US,Pres-G,Pres-G,Zogby Analytics,395,Live Phone,,10/24/2004,1200,John Kerry,157,DEM,46,George W. Bush,182,REP,49,1,-3,11/2/2004,48.31,50.77,-2.47,0.53,-0.53,1,-2.179340211,
4505,5840,757,2004,2004_Pres-G_AR,AR,Pres-G,Pres-G,SurveyUSA,325,IVR,,10/24/2004,649,John Kerry,157,DEM,45,George W. Bush,182,REP,51,,-6,11/2/2004,44.55,54.31,-9.76,3.76,3.76,1,-1.11806168,
4556,5894,759,2004,2004_Pres-G_CA,CA,Pres-G,Pres-G,Field Research Corp. (Field Poll),94,Live Phone,,10/24/2004,1086,John Kerry,157,DEM,49,George W. Bush,182,REP,42,,7,11/2/2004,54.3,44.36,9.95,2.95,-2.95,1,-0.473919387,
4512,5847,759,2004,2004_Pres-G_CA,CA,Pres-G,Pres-G,SurveyUSA,325,IVR,,10/24/2004,743,John Kerry,157,DEM,53,George W. Bush,182,REP,44,,9,11/2/2004,54.3,44.36,9.95,0.95,-0.95,1,-3.507456165,
4502,5837,764,2004,2004_Pres-G_FL,FL,Pres-G,Pres-G,American Research Group,9,Live Phone,,10/24/2004,600,John Kerry,157,DEM,49,George W. Bush,182,REP,46.5,1,2.5,11/2/2004,47.09,52.1,-5.01,7.51,7.51,0,3.093320913,average of multiple versions or turnout models listed in poll
4544,5881,764,2004,2004_Pres-G_FL,FL,Pres-G,Pres-G,Los Angeles Times,172,Live Phone,,10/24/2004,510,John Kerry,157,DEM,43,George W. Bush,182,REP,51,2,-8,11/2/2004,47.09,52.1,-5.01,2.99,-2.99,1,-1.637019514,
4516,5878,764,2004,2004_Pres-G_FL,FL,Pres-G,Pres-G,Quinnipiac University,267,Live Phone,,10/24/2004,944,John Kerry,157,DEM,46,George W. Bush,182,REP,49,1,-3,11/2/2004,47.09,52.1,-5.01,2.01,2.01,1,-2.322686132,
4540,5883,767,2004,2004_Pres-G_IA,IA,Pres-G,Pres-G,Gallup,112,Live Phone,,10/24/2004,649,John Kerry,157,DEM,46,George W. Bush,182,REP,50,1,-4,11/2/2004,49.27,49.94,-0.67,3.33,-3.33,1,0.031682854,
4519,5854,771,2004,2004_Pres-G_KS,KS,Pres-G,Pres-G,Market Research Institute Inc.,186,Live Phone,,10/24/2004,573,John Kerry,157,DEM,30,George W. Bush,182,REP,59,1,-29,11/2/2004,36.62,62.01,-25.38,3.62,-3.62,1,-1.458137162,
63585,117027,778,2004,2004_Pres-G_MN,MN,Pres-G,Pres-G,University of Minnesota Hubert H. Humphrey School of Public Affairs,143,Live Phone,,10/24/2004,690,John Kerry,157,DEM,44,George W. Bush,182,REP,47,5,-3,11/2/2004,51.14,47.66,3.48,6.48,-6.48,0,2.768383089,
4529,5864,779,2004,2004_Pres-G_MO,MO,Pres-G,Pres-G,Market Research Institute Inc.,186,Live Phone,,10/24/2004,553,John Kerry,157,DEM,45,George W. Bush,182,REP,49,,-4,11/2/2004,46.1,53.3,-7.2,3.2,3.2,1,-0.235274091,
4513,5848,779,2004,2004_Pres-G_MO,MO,Pres-G,Pres-G,SurveyUSA,325,IVR,,10/24/2004,680,John Kerry,157,DEM,45,George W. Bush,182,REP,52,,-7,11/2/2004,46.1,53.3,-7.2,0.2,0.2,1,-3.368946908,
4622,5966,786,2004,2004_Pres-G_NJ,NJ,Pres-G,Pres-G,Rasmussen Reports,277,IVR,,10/24/2004,400,John Kerry,157,DEM,53,George W. Bush,182,REP,41,,12,11/2/2004,52.92,46.24,6.68,5.32,5.32,1,1.04963804,
4503,5838,790,2004,2004_Pres-G_OH,OH,Pres-G,Pres-G,American Research Group,9,Live Phone,,10/24/2004,600,John Kerry,157,DEM,49,George W. Bush,182,REP,47,,2,11/2/2004,48.71,50.82,-2.11,4.11,4.11,0,0.926014507,
4534,5870,790,2004,2004_Pres-G_OH,OH,Pres-G,Pres-G,Los Angeles Times,172,Live Phone,,10/24/2004,585,John Kerry,157,DEM,50,George W. Bush,182,REP,44,,6,11/2/2004,48.71,50.82,-2.11,8.11,8.11,0,5.081954108,
4514,5849,790,2004,2004_Pres-G_OH,OH,Pres-G,Pres-G,SurveyUSA,325,IVR,,10/24/2004,831,John Kerry,157,DEM,50,George W. Bush,182,REP,47,,3,11/2/2004,48.71,50.82,-2.11,5.11,5.11,0,2.228533285,
